1.0678e+05,1.0986e+05,1.0758e+05,1.0173e+05,99735,98471,1.0007e+05,99117,1.0397e+05,1.0741e+05,1.1054e+05,1.1229e+05,1.0557e+05,1.0326e+05,99451,1.0044e+05,99881,99162,1.0621e+05,1.0344e+05,1.0111e+05,1.0218e+05,98810,99730
1.061e+05,1.1263e+05,1.1195e+05,1.0267e+05,1.0099e+05,99709,1.029e+05,1.0028e+05,1.0477e+05,1.0803e+05,1.1229e+05,1.2571e+05,1.1382e+05,1.1042e+05,1.0186e+05,1.0246e+05,99775,97953,1.0739e+05,1.0744e+05,1.0398e+05,1.0688e+05,1.0037e+05,1.0241e+05
1.03e+05,1.0903e+05,1.0783e+05,1.0031e+05,1.0104e+05,99791,1.012e+05,99970,1.0174e+05,1.0402e+05,1.0557e+05,1.1382e+05,1.1418e+05,1.1099e+05,1.0211e+05,1.0155e+05,98980,97844,1.0286e+05,1.0444e+05,1.0412e+05,1.0642e+05,1.0046e+05,1.0038e+05
1.0161e+05,1.0808e+05,1.0643e+05,98699,99614,99112,1.0114e+05,99609,1.0096e+05,1.0286e+05,1.0326e+05,1.1042e+05,1.1099e+05,1.1222e+05,1.0215e+05,1.0132e+05,98480,97235,1.0147e+05,1.0282e+05,1.0353e+05,1.0633e+05,1.0016e+05,1.0017e+05
98672,1.0086e+05,99722,98226,98717,98075,99306,98410,98734,99923,99451,1.0186e+05,1.0211e+05,1.0215e+05,99093,99582,97811,97025,99009,99427,99254,1.0089e+05,98029,98361
99493,1.0105e+05,99524,99346,1.0001e+05,99264,1.0095e+05,99831,1.0038e+05,1.0146e+05,1.0044e+05,1.0246e+05,1.0155e+05,1.0132e+05,99582,1.0116e+05,99577,98633,1.0028e+05,1.0032e+05,99850,1.0127e+05,99079,1.0034e+05
1.0081e+05,1.01e+05,99010,98694,98978,97996,99146,98535,1.0143e+05,1.0233e+05,99881,99775,98980,98480,97811,99577,1.0007e+05,99366,99401,98158,98581,99059,97673,98818
99241,99601,97932,98277,98362,97309,98025,97770,99857,1.0132e+05,99162,97953,97844,97235,97025,98633,99366,99657,98838,97260,97862,97940,96916,97668
1.0271e+05,1.035e+05,1.0204e+05,99858,98930,98080,99707,99034,1.0238e+05,1.0408e+05,1.0621e+05,1.0739e+05,1.0286e+05,1.0147e+05,99009,1.0028e+05,99401,98838,1.1487e+05,1.055e+05,1.0082e+05,1.0179e+05,98814,99629
98833,1.0049e+05,99079,98872,98546,97719,99625,98931,99326,1.0091e+05,1.0344e+05,1.0744e+05,1.0444e+05,1.0282e+05,99427,1.0032e+05,98158,97260,1.055e+05,1.1642e+05,1.0196e+05,1.0335e+05,99113,99605
99988,1.0267e+05,1.0064e+05,98455,98353,97566,99085,98640,99772,1.0119e+05,1.0111e+05,1.0398e+05,1.0412e+05,1.0353e+05,99254,99850,98581,97862,1.0082e+05,1.0196e+05,1.0256e+05,1.0271e+05,98712,98820
1.0039e+05,1.0392e+05,1.0197e+05,99148,99523,98860,1.0092e+05,99745,1.006e+05,1.0209e+05,1.0218e+05,1.0688e+05,1.0642e+05,1.0633e+05,1.0089e+05,1.0127e+05,99059,97940,1.0179e+05,1.0335e+05,1.0271e+05,1.0473e+05,99899,1.0039e+05
98281,99801,98435,97720,98126,97354,98541,97979,98447,99499,98810,1.0037e+05,1.0046e+05,1.0016e+05,98029,99079,97673,96916,98814,99113,98712,99899,97591,98022
98333,1.0004e+05,98226,98137,98917,98147,1.0035e+05,98853,99813,1.009e+05,99730,1.0241e+05,1.0038e+05,1.0017e+05,98361,1.0034e+05,98818,97668,99629,99605,98820,1.0039e+05,98022,1.0002e+05
